Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SKM,"SK Telecom Co., Ltd.",20.72,$13.18B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",21.99,$3.47B,1999,Consumer Non-Durables US,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx
SLG,SL Green Realty Corporation,107.39,$10.88B,1997,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,25.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^i
SM,SM Energy US Company,32.37,$2.81B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/sm
SFS,Smart,13.55,$1B,2014,Consumer Services US,Food Chains,http://www.nasdaq.com/symbol/sfs
SNN,"Smith & Nephew SNATS, Inc.",27.11,$12.41B,n/a,Health Care US,Industrial Specialties,http://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,47.56,$8.27B,n/a,Consumer Durables US,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos
SNA,Snap-On Incorporated,167.61,$9.73B,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna
SQM,Sociedad Quimica y Minera S.A.,26.51,$6.98B,1993,Basic Industries US,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm
SLRA,Solar Capital Ltd.,24.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra
SAH,"Sonic Automotive, Inc.",20.8,$933.3M,1997,Consumer Durables US,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,52.85,$5.28B,n/a,Consumer Durables US,Containers/Packaging,http://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,29.99,$37.87B,n/a,Consumer Non-Durables US,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,37.87,$2.01B,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",35.78,$309.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",31,$2.46B,n/a,Public Utilities US,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SXE,"Southcross Energy US Partners, L.P.",1.36,$89.82M,2012,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxe
SCE^F,Southern California Edison Company,23.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^f
SCE^G,Southern California Edison Company,22.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,25.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^k
SO,Southern Company (The),47.63,$46.68B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),25.16,n/a,2015,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),22,n/a,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/sojb
SCCO,Southern Copper Corporation,33.12,$25.6B,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,45.35,$27.92B,n/a,Transportation US,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv
SWX,Southwest Gas Corporation,72.33,$3.43B,n/a,Public Utilities US,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy US Company,10.75,$5.33B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/swn
SWNC,Southwestern Energy US Company,26.12,n/a,2015,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/swnc
SPA,Sparton Corporation,23.27,$228.48M,n/a,Technology US,Electrical Products,http://www.nasdaq.com/symbol/spa
STN,SPDR MSCI Europe Energy US UCITS ETF,25.4,$2.89B,n/a,Consumer Services US,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
SPE,Special Opportunities Fund Inc.,13.82,$133.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe^b
SE,Spectra Energy US Corp,38.88,$27.27B,n/a,Public Utilities US,Oil & Gas Production,http://www.nasdaq.com/symbol/se
SEP,"Spectra Energy US Partners, LP",41.36,$12.65B,2007,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",129.59,$7.7B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb
TRK,"Speedway Motorsports, Inc.",19.56,$803.5M,1995,Consumer Services US,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk
SR,Spire Inc.,62.8,$2.87B,n/a,Public Utilities US,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",55.73,$6.78B,2006,Capital Goods US,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SRC,"Spirit Realty Capital, Inc.",10.63,$5.14B,2013,Consumer Services US,Building operators,http://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,23.85,$508.33M,2013,Energy US,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,7.5,$29.86B,2013,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,n/a,n/a,n/a,Technology US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",30.34,$1.27B,2015,Technology US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",12.35,$4.35B,2015,Technology US,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),19,$1.41B,n/a,Consumer Services US,Homebuilding,http://www.nasdaq.com/symbol/joe
STJ,"St. Jude Medical, Inc.",78.47,$22.42B,n/a,Health Care US,BioTechnology US: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/stj
STAG,"Stag Industrial, Inc.",22.28,$1.68B,2011,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STAG^B,"Stag Industrial, Inc.",24.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
STAG^C,"Stag Industrial, Inc.",26.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^c
SSI,"Stage Stores, Inc.",5.57,$151.25M,n/a,Consumer Services US,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi
SMP,"Standard Motor Products, Inc.",50.13,$1.14B,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,90,$1.15B,n/a,Technology US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SWH,"Stanley Black & Decker, Inc.",127.95,$20B,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swh
SWJ,"Stanley Black & Decker, Inc.",24.6,n/a,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",121.89,$18.37B,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk
SGU,"Star Gas Partners, L.P.",9.6,$549M,n/a,Consumer Services US,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",8.95,$140.93M,1997,Technology US,Professional Services,http://www.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",21.3,$5.08B,2009,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
STT,State Street Corporation,78.51,$30.28B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,23.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,25.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e
STT^G,State Street Corporation,24.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^g
STO,Statoil ASA,15.86,$50.57B,n/a,Energy US,Integrated oil Companies,http://www.nasdaq.com/symbol/sto
SPLP,Steel Partners Holdings LP,13.8,$360.91M,n/a,Capital Goods US,Industrial Specialties,http://www.nasdaq.com/symbol/splp
SCS,Steelcase Inc.,15.4,$1.82B,1998,Consumer Durables US,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs
SCM,Stellus Capital Investment Corporation,11.47,$143.15M,2012,n/a,n/a,http://www.nasdaq.com/symbol/scm
SCQ,Stellus Capital Investment Corporation,25.54,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/scq
SCL,Stepan Company,78.1,$1.75B,n/a,Basic Industries US,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl
STE,STERIS plc,65.35,$5.57B,n/a,Health Care US,Industrial Specialties,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,22.5,$2.94B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/stl
STC,Stewart Information Services Corporation,45.03,$1.05B,n/a,Finance US,Specialty Insurers,http://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,47.57,$3.15B,n/a,Finance US,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,24.8999,n/a,n/a,Finance US,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf^a
SWC,Stillwater Mining Company,15.04,$1.82B,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/swc
STM,STMicroelectronics N.V.,9.12,$8.06B,n/a,Technology US,Semiconductors,http://www.nasdaq.com/symbol/stm
SGY,Stone Energy US Corporation,5.56,$31.63M,1993,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy
EDF,Stone Harbor Emerging Markets Income Fund,13.6,$214.77M,2010,n/a,n/a,http://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,12.7,$122.09M,2012,n/a,n/a,http://www.nasdaq.com/symbol/edi
SGM,Stonegate Mortgage Corporation,4.5,$116.34M,2013,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/sgm
STON,StoneMor Partners L.P.,10.22,$362.82M,2004,Consumer Services US,Other Consumer Services US,http://www.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",15.88,$442.14M,1997,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,24.73,$3.86B,2014,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor
GJH,STRATS Trust,10.115,n/a,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,19.9401,n/a,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/gjo
GJS,STRATS Trust,17.97,n/a,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,106.68,$39.95B,n/a,Health Care US,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk
RGR,"Sturm, Ruger & Company, Inc.",50.75,$962.82M,n/a,Capital Goods US,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",27.98,$1.7B,1996,Consumer Services US,Other Specialty Stores,http://www.nasdaq.com/symbol/sph
SCNB,Suffolk Bancorp,41.22,$491M,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/scnb
SMFG,Sumitomo Mitsui Financial Group Inc,7.29,$49.84B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",14.25,$1.24B,2011,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn
INN^B,"Summit Hotel Properties, Inc.",26.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^b
INN^C,"Summit Hotel Properties, Inc.",25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^c
INN^D,"Summit Hotel Properties, Inc.",23.0726,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^d
SUM,"Summit Materials, Inc.",24.77,$2.58B,2015,Basic Industries US,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",21.5,$1.55B,2012,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",72.9,$5.32B,1993,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui
SUI^A,"Sun Communities, Inc.",25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sui^a
SLF,Sun Life Financial Inc.,38.44,$23.56B,n/a,Finance US,Life Insurance,http://www.nasdaq.com/symbol/slf
SXCP,"SunCoke Energy US Partners, L.P.",21.7,$1B,2013,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxcp
SXC,"SunCoke Energy US, Inc.",12.36,$793.51M,2011,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxc
SU,Suncor Energy US  Inc.,29.32,$48.8B,n/a,Energy US,Integrated oil Companies,http://www.nasdaq.com/symbol/su
SXL,Sunoco Logistics Partners LP,27.46,$9.1B,2002,Energy US,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxl
SUN,Sunoco LP,23.9,$2.68B,2012,Energy US,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",13.98,$3.03B,2004,Consumer Services US,Hotels/Resorts,http://www.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",24.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",25.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^f
STI,"SunTrust Banks, Inc.",52.22,$25.63B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/sti
STI.WS.A,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.a
STI.WS.B,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.b
STI^A,"SunTrust Banks, Inc.",23.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^a
STI^E,"SunTrust Banks, Inc.",24.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^e
SPN,"Superior Energy US Services, Inc.",15.57,$2.36B,n/a,Energy US,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",24.45,$622.13M,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sup
SVU,SuperValu Inc.,5.23,$1.39B,n/a,Consumer Non-Durables US,Food Distributors,http://www.nasdaq.com/symbol/svu
SLD,Sutherland Asset Management Corporation,12.5,$381.52M,2013,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sld
SWFT,Swift Transportation US Company,24.85,$3.29B,2010,Transportation US,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/swft
SWZ,"Swiss Helvetia Fund, Inc. (The)",10.27,$288.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swz
SYF,Synchrony Financial,33.72,$27.83B,2014,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/syf
SYT,Syngenta AG,75.69,$35.18B,n/a,Basic Industries US,Agricultural Chemicals,http://www.nasdaq.com/symbol/syt
SNX,Synnex Corporation,111.07,$4.42B,2003,Technology US,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,38.33,$4.69B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/snv
SNV^C,Synovus Financial Corp.,26.925,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snv^c
GJP,"Synthetic Fixed-Income Securities, Inc.",21.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",20.2501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",17.9716,n/a,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",25.687,n/a,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/gjv
SYY,Sysco Corporation,53.49,$29.26B,n/a,Consumer Non-Durables US,Food Distributors,http://www.nasdaq.com/symbol/syy
SYX,Systemax Inc.,8.86,$327.06M,n/a,Consumer Services US,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/syx
DATA,"Tableau Software, Inc.",46,$3.5B,2013,Technology US,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data
TAHO,"Tahoe Resources, Inc.",9.75,$3.03B,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/taho
TLRD,"Tailored Brands, Inc.",17.76,$864.82M,n/a,Consumer Services US,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlrd
TWN,"Taiwan Fund, Inc. (The)",15.61,$128.38M,1986,n/a,n/a,http://www.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,28.85,$149.62B,1997,Technology US,Semiconductors,http://www.nasdaq.com/symbol/tsm
XRS,TAL Education Group,70.53,$5.7B,2010,Consumer Services US,Other Consumer Services US,http://www.nasdaq.com/symbol/xrs
TLN,Talen Energy US Corporation,13.95,$1.79B,2015,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/tln
TEGP,"Tallgrass Energy US GP, LP",24.96,$3.92B,2015,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/tegp
TEP,"Tallgrass Energy US Partners, LP",46.14,$3.33B,2013,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/tep
SKT,"Tanger Factory Outlet Centers, Inc.",34.87,$3.35B,1993,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/skt
NGLS^A,Targa Resources Partners LP,25.6656,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",48.66,$8.8B,2010,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/trgp
TGT,Target Corporation,72.17,$41.49B,n/a,Consumer Services US,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,107.57,$4.6B,n/a,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,35.02,$23.78B,n/a,Capital Goods US,Auto Manufacturing,http://www.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",73.85,$4.46B,1992,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",25.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",24.599,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,19,$2.27B,2013,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/tmhc
TCP,"TC PipeLines, LP",51.84,$3.57B,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/tcp
TCB,TCF Financial Corporation,16.28,$2.78B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/tcb
TCB.WS,TCF Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb.ws
TCB^B,TCF Financial Corporation,25.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^b
TCB^C,TCF Financial Corporation,24.8018,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^c
TCPI,TCP International Holdings Ltd.,1.49,$42.33M,2014,Consumer Durables US,Building Products,http://www.nasdaq.com/symbol/tcpi
TSI,"TCW Strategic Income Fund, Inc.",5.19,$247.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,66.74,$23.71B,n/a,Consumer Non-Durables US,Electronic Components,http://www.nasdaq.com/symbol/tel
TMH,"Team Health Holdings, Inc.",41.5,$3.09B,2009,Technology US,Professional Services,http://www.nasdaq.com/symbol/tmh
TISI,"Team, Inc.",36.75,$1.08B,n/a,Consumer Services US,Other Consumer Services US,http://www.nasdaq.com/symbol/tisi
TCK,Teck Resources Ltd,22.87,$12.97B,n/a,Basic Industries US,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/tck
TK,Teekay Corporation,6.81,$577.71M,n/a,Transportation US,Marine Transportation US,http://www.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,14.05,$1.12B,2005,Consumer Services US,Marine Transportation US,http://www.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,23.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tgp^a
TOO,Teekay Offshore Partners L.P.,5.71,$816.87M,2006,Consumer Services US,Marine Transportation US,http://www.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,17.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,20.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^b
TNK,Teekay Tankers Ltd.,2.44,$381.37M,2007,Consumer Services US,Marine Transportation US,http://www.nasdaq.com/symbol/tnk
GCI,TEGNA Inc.,9.71,$1.13B,2015,Consumer Services US,Newspapers/Magazines,http://www.nasdaq.com/symbol/gci
TGNA,TEGNA Inc.,22.38,$4.8B,n/a,Consumer Services US,Broadcasting,http://www.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,24.91,$517.87M,n/a,Finance US,Real Estate,http://www.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,24.1,$938.81M,1987,n/a,n/a,http://www.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,16.49,$717.58M,2014,n/a,n/a,http://www.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,18.75,$388.49M,1992,n/a,n/a,http://www.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,14.48,$446.78M,2015,n/a,n/a,http://www.nasdaq.com/symbol/thw
TDOC,"Teladoc, Inc.",16.95,$780.25M,2015,Health Care US,Medical/Nursing Services,http://www.nasdaq.com/symbol/tdoc
TEO,Telecom Argentina Stet - France Telecom S.A.,17.4,$3.37B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo
TI,Telecom Italia S.P.A.,7.47,$14.46B,n/a,Consumer Services US,Telecommunications Equipment,http://www.nasdaq.com/symbol/ti
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ti.a
TDY,Teledyne Technologies Incorporated,120.27,$4.2B,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,142.07,$6.26B,n/a,Health Care US,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,12.72,$21.48B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/viv
TEF,Telefonica SA,8.94,$44.48B,1988,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef
TDA,"Telephone and Data Systems, Inc.",23.15,n/a,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",24.43,n/a,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",24.06,n/a,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.13,n/a,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",25.57,$2.81B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds
TU,TELUS Corporation,30.4,$17.98B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu
TDF,"Templeton Dragon Fund, Inc.",16.67,$577.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,11.75,$211.61M,1987,n/a,n/a,http://www.nasdaq.com/symbol/emf
TEI,"Templeton Emerging Markets Income Fund, Inc.",10.05,$482.38M,1993,n/a,n/a,http://www.nasdaq.com/symbol/tei
GIM,"Templeton Global Income Fund, Inc.",6.03,$808.89M,1988,n/a,n/a,http://www.nasdaq.com/symbol/gim
TPX,"Tempur Sealy International, Inc.",63.64,$3.68B,2003,Consumer Durables US,Home Furnishings,http://www.nasdaq.com/symbol/tpx
TS,Tenaris S.A.,31.68,$18.7B,n/a,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/ts
THC,Tenet Healthcare Corporation,16.4,$1.63B,n/a,Health Care US,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc
TNC,Tennant Company,72.95,$1.29B,n/a,Technology US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnc
TEN,Tenneco Inc.,54.61,$3.01B,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,25.2,n/a,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,24.615,n/a,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/tve
TDC,Teradata Corporation,29.04,$3.77B,n/a,Technology US,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc
TER,"Teradyne, Inc.",24.03,$4.84B,n/a,Capital Goods US,Electrical Products,http://www.nasdaq.com/symbol/ter
TEX,Terex Corporation,28.17,$2.98B,n/a,Capital Goods US,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex
TX,Ternium S.A.,23.11,$4.54B,n/a,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/tx
TNH,"Terra Nitrogen Company, L.P.",102.67,$1.9B,n/a,Basic Industries US,Agricultural Chemicals,http://www.nasdaq.com/symbol/tnh
TRNO,Terreno Realty Corporation,25.65,$1.19B,2010,Finance US,Real Estate,http://www.nasdaq.com/symbol/trno
TRNO^A,Terreno Realty Corporation,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/trno^a
TSO,Tesoro Corporation,86.31,$10.09B,n/a,Energy US,Integrated oil Companies,http://www.nasdaq.com/symbol/tso
TLLP,Tesoro Logistics LP,46.46,$4.74B,2011,Energy US,Natural Gas Distribution,http://www.nasdaq.com/symbol/tllp
